review_date,hotel_name,review
2/20/2017,Park Plaza County Hall London, The fact that the restaurant shows you special deals but they don t actually offer it you I found the room freezing even after turning air con off and switched to warm and the fact that I paid extra to have breakfast in bed and they only brought my husbands breakfast and forgot my porridge and only came back to say they had forgotten it as we was about to check out so I paid for breakfast as a package and then extra for room service and never recieved it and never got a refund 
2/20/2017,Park Plaza County Hall London, I liked the friendly staff warm welcome and beautiful clean rooms
2/20/2017,Park Plaza County Hall London, The key cards weren t that great found ourself standing there for ages to try and get in to our room also the room was very hot Even with the aircon on lowest temp so didn t sleep that great
2/20/2017,Park Plaza County Hall London, The hotel room was beautiful nice and clean and felt homely Staff were friendly and was easily laid out so could find everything wish we had more time to get the full use of what they had to offer because it sounded amazing 
2/20/2017,Park Plaza County Hall London, Breakfast Area often overcrowded room requires some maintenance Carpet Soap Holder in Shower House Keeping was often done relatively late 
2/20/2017,Park Plaza County Hall London, The Area and staff are very good
2/20/2017,Park Plaza County Hall London, A little busy so had to queue for breakfast but was half term and guidance is given on busy times Ate breakfast in ground floor bar area on second day but food was a little cold 
2/20/2017,Park Plaza County Hall London, Good quality breakfast Good sized studio room for family Friendly staff Clean room Clean hotel Close to tube and all south bank amenities 
2/19/2017,Park Plaza County Hall London, Staff at the reception wasn t helphul at all Was asked to pay although had paid for the stay the evening before After explaining my situation she requested a different card Being not very fluent in English I couldn t properly defend my position after what she asked my nationality and told me you can go Very surprised that a central London hotel can be so rude and insensitive Deep disappointment and unpleasant feeling for the rest of the day 
2/19/2017,Park Plaza County Hall London, Location
2/19/2017,Park Plaza County Hall London, We booked a studio with a double and sofa bed The sofa bed is so bad I literally went to a e with severe neck pain Do not sleep on the sofa bed Also very surprised that no Ow came to clean the room until 6 pm We had been out since 8am 
2/19/2017,Park Plaza County Hall London, Location is great staff were great
2/18/2017,Park Plaza County Hall London, Limited channels at TV Limited sugar for tea hahaha And very limited milk It was not which we was expected for the value which we paid
2/18/2017,Park Plaza County Hall London, Hmmm the bed was nice and clean
2/18/2017,Park Plaza County Hall London, Useless staff in Bar We had to ask five times if we could order drinks Each time they said they would take our order at our table The final time we insisted they took our order at the Bar but still no one made any effort to organise drinks It wasn t busy I have no idea why the four staff were unable to provide an adequate service It was bizarre 
2/18/2017,Park Plaza County Hall London, Helpful check in staff at Reception 
2/16/2017,Park Plaza County Hall London, Your staff did not know where to pool is and instructed me to visit the neighboring park plaza building to be humiliated when I asking if I have my room card and if I am a resident The talk continued for 10 minutes where every service which I originally came for was not available Hence this hotel although modern and pricy is nothing more than a unorganized scam But good job you took my money you are good capitalists
2/16/2017,Park Plaza County Hall London, The rooms have no windows and very much dislike the air conditioning The rooms are too hot and not comfortable which meant I didn t sleep until 3am You can hear the lifts all night and they are noisy and I m a light sleeper Also every time I ve been to the hotel my room is never ready much preferred the park plaza hotel across the road 
2/16/2017,Park Plaza County Hall London, I like the location and the look Of hotel the facilities are nice and the decor is of good quality 
2/15/2017,Park Plaza County Hall London, Room was too hot could not get the temperature down
2/15/2017,Park Plaza County Hall London, good size room and even though I did not use it I liked that there was a kitchen area with a microwave 
2/15/2017,Park Plaza County Hall London, The rooms were not ready on time at 2pm The queue for breakfast Not complaints just points to note 
2/15/2017,Park Plaza County Hall London, The family rooms are large and comfortable Hotel convenient for London Eye and Aquarium 
2/14/2017,Park Plaza County Hall London, A couple of little niggles Fridge part of the minibar wasn t cold enough and the room was too warm despite having the air con on max Perhaps it being so cold out meant they turned the heating up 
2/14/2017,Park Plaza County Hall London, Great location close to the London Eye right next to Waterloo station Family room was a good set up with different sleeping areas for us and the kids and kitchenette was useful Overall a really good stay 
2/13/2017,Park Plaza County Hall London, The temperature of the hotel our room wouldn t warm up even after putting the temperature to max Also the microwave wasn t present in the room as was expected to be included 
2/13/2017,Park Plaza County Hall London, The breakfast was super delicious the layout of the room was spot on 
2/13/2017,Park Plaza County Hall London, Queuing for the restaurant at breakfast On checking out at midday decided to have a coffee in the bar area but the staff were still clearing away tables from breakfast Seemed to be in no great rush This wasn t the case when I last visited last year
2/13/2017,Park Plaza County Hall London, Nice comfy room great staff at reception
2/12/2017,Park Plaza County Hall London, Paid for upgrade to see London Eye Big Ben Eye was fab view couldn t see Big Ben did complain and got half of upgrade fee back if you want to see Big Ben too need higher than 7th floor Also for price we paid would have been nice to have breakfast included An additional 20 a head didn t seem fair when spending over 200 on a room 
2/12/2017,Park Plaza County Hall London, Lovely location and hotel really nice and comfortable
2/12/2017,Park Plaza County Hall London, Shower creates a bit of a puddle as the door didn t shut properly
2/12/2017,Park Plaza County Hall London, Hotel was absolutely perfect Concierge staff were fantastic as were front desk which made check in out a breeze We requested a room with a view as it was a special occasion and we had an amazing view with complimentary wine 
2/12/2017,Park Plaza County Hall London, I paid for an executive suite with city view as it stated on the website What I got was a room on the 11 th floor overlooking the side of the Park Plaza Westminster across the road and part of the construction site from Waterloo train station Very unhappy about this I was told at reception I could look forward to a great view from my room the windows were filthy to so good luck taking any photos of your stunning view James quirk
2/11/2017,Park Plaza County Hall London, Minor things that I wouldn t even put the hotel down over it was our personal preference 
2/11/2017,Park Plaza County Hall London, On a whole our time spent at this hotel was brilliant The hotel it s self is beautiful and the staff especially the room service team are amazing friendly and helpful We will definitely return again 
2/9/2017,Park Plaza County Hall London, Breakfast the chef spent to much time tallkiing I waited 20 minutes for an egg and there was only 1 person in front of me this is the wrong system for eggs and omelettes he only did 1 person at a time when he could have put 8 eggs on at the same time kept 4 people happy
2/8/2017,Park Plaza County Hall London, Room was a little too hot even when air con was in cold
2/8/2017,Park Plaza County Hall London, It was my son s birthday and staff left a card complimentary snacks and drinks etc Kids pack was also great with euros for them to spend in treats 
2/7/2017,Park Plaza County Hall London, Additional beds for kids sofa bed was very uncomfortable and smelled because of humidity Air conditioning was bad too no fresh air can be found inside building 
2/7/2017,Park Plaza County Hall London, Good personel and smiling faces 
2/7/2017,Park Plaza County Hall London, Staff rather rude and dismissive on check in which was nt a great start after a long journey Check out was lengthy so opted to drop keys in the Express Box Bedroom layout was odd TV in front to dresser instead of a mirror That was on the inside of the wardrobe door which then had to be left open which wasnt ideal Room was SO hot air con had no effect and no window could be opened Bathroom door is frosted glass and faces the bed so no matter how comfortable you and your partner are is still really not good Little confusing as there are 2 Park Plazas next to each other Food Drink is dear but its London so Nothing close for a drink unless you walk to the Southbank which we did but everywhere closed around 9 30 so hotel has a captive audience as it were Overall a nice but pricey stay 
2/7/2017,Park Plaza County Hall London, Location was good 
2/7/2017,Park Plaza County Hall London, check in staff not helpful lobby small and therefore always crowded Breakfast room feels like a fast food restaurant Far too small when hotel is full especially with families They call it executive rooms although there was no executive lounge Elevators too slow for number of guests Have stayed often in London but this was the least appealing hotel There are certainly many better options 
2/6/2017,Park Plaza County Hall London, Poor cleanliness very bad Wifi connection The bed is uncomfortable it really hurts my back and nick Very slow service Breakfast asking for extra money to get something like omelet So I cancelled
2/6/2017,Park Plaza County Hall London, Location
2/5/2017,Park Plaza County Hall London, Danish pastries croissants at breakfast were cold would have been nice if warm or if there was a way to heat up
2/5/2017,Park Plaza County Hall London, Upgraded to penthouse room amazing view from extra large balcony and quiet double windows with foot gap Sauna steam room gym very good and easy to access 7 30am 10 30pm Very good location for London Eye etc Generous and varied supply of complimentary toiletries refreshments in room 
2/5/2017,Park Plaza County Hall London, The only thing I didn t like was the fact that I had to come home 
2/5/2017,Park Plaza County Hall London, The location of this hotel is second to none perfectly situated The bed was incredibly comfy the view was amazing and the staff were exceptionallly helpful Very clean tidy and all round brilliant hotel with amazing customer service 
2/4/2017,Park Plaza County Hall London, We paid for Internet and the tv kept says No signal so we were unable to use it Other than that our experience was amazing We would definitely visit again 
1/30/2017,Park Plaza County Hall London, Dressing gowns were tatty and too small Towels too looked a little tired Bed seemed hot due to plastic cover 
1/30/2017,Park Plaza County Hall London, Pillows very comfortable TV easy to work View from room 1231 excellent Very good breakfast nice to have own pot of tea and coffee Great to have a bath supplied as well as shower 
1/30/2017,Park Plaza County Hall London, Not enough lifts which means if you are on one of the upper floors then be prepared for waiting up to 5 minutes for one to arrive 
1/30/2017,Park Plaza County Hall London, Staff friendly and good location next to Waterloo station 
1/30/2017,Park Plaza County Hall London, 20 30 min queue to get to breakfast both Saturday and Sunday we did not arrive at the same time is not acceptable to a 4 star hotel Our room was not cleaned after the first night until we asked for it around 5 30 in the afternoon 
1/30/2017,Park Plaza County Hall London, Room was very spacious and we were upgraded free of charge so room included private lounge and Kitchenette Location was perfect to access all main attractions and easy access to Waterloo
1/30/2017,Park Plaza County Hall London, Breakfast had to queue for about 20 minutes and then when we did sit down had to queue again for hot food which wasnt being replenished very quickly so choices were limited not good value
1/30/2017,Park Plaza County Hall London, Great family room studio apartment for my husband and I and our 12 year old grandson he was very happy with the room the TV and the great view
1/29/2017,Park Plaza County Hall London, The duvet It was too thick heavy and very lumpy Made sleeping uncomfortably hot 
1/29/2017,Park Plaza County Hall London, Helpfulness of the staff and the little extras they provided for our childrens birthdays like free ice cream birthday cake drinks sweets and balloons 
1/29/2017,Park Plaza County Hall London, The most awful hotel that i have ever lived in The staffs were not friendly and nobody helped us with our luggages when we checked in till we asked The heating in the room was either extremely too hot or too cold We couldnt adjust the temperature in our room We had to call to the reception to let people do it over and over again We stayed there for three nights and none of the nights were comfy Definitely not worth for the money that we paid Very disappointed We would not choose this hotel again and we are not recommend this hotel to anyone 
1/29/2017,Park Plaza County Hall London, Good location 
1/27/2017,Park Plaza County Hall London, Overpriced for New Years eve paid 400 per room per night and when asked if we could have a room facing the fireworks they wanted another 800 per night Total extortion dirty small and below average room Wouldn t pay more than 40 a night Had to take 3 small children outside to watch in the freezing cold at 11 30pm because they would not let us have a room facing the fireworks Rooms were empty because people refused to pay 800 they wanted 
1/27/2017,Park Plaza County Hall London, Leave ahead at least a day for your laundry cos the dryer will take at least 2 rounds 2 5 hours per round to do your clothes half dry 
1/27/2017,Park Plaza County Hall London, Amenities are great Big ben and Westminster Abbey are within 10 mins walk 
1/26/2017,Park Plaza County Hall London, The room wasn t ready when we arrived at 4 00pm Our room should have been available 2 00pm The sofa bed was not very comfortable 
1/26/2017,Park Plaza County Hall London, Room was clean Staff were friendly and keen to help Nicely situated close to main attractions Breakfast was good with a range of foods to select from 
1/25/2017,Park Plaza County Hall London, The beds were way too soft to my liking the shower switch wasn t working housekeeping seemed to forget their items in the room for 2 nights I stayed there 
1/25/2017,Park Plaza County Hall London, The staff were extremely professional friendly and helpful 
1/25/2017,Park Plaza County Hall London, Arrived a little early for check in and the room wasn t ready they took our bags and said I would be contacted by Txt message when room was available no sign of a text by 1 30 PM so called up to the desk and room was ready room was small fixtures and fittings were poor tap was falling off the sink 
1/25/2017,Park Plaza County Hall London, Great location close to the Westminster Tube and Waterloo stations 
1/25/2017,Park Plaza County Hall London, At fisrt the sofa bed was broken but we get change to another room
1/25/2017,Park Plaza County Hall London, We had an unfortunate situation my mother in law fell at the London Eye area and fracture her hip had a surgery at St Thomas Hospital it was very close walking distance to the hospital and it was perfect The Park Plaza Hotel was the perfect selection We enjoy a lot our stay despite that situation
1/25/2017,Park Plaza County Hall London, We were a group of friends and the sofa bed was extremely uncomfortable you could feel the springs through the mattress
1/25/2017,Park Plaza County Hall London, Stunning hotel in the perfect location staff excellent and so accommodating upon arrival was greeted by a magnificent entrance when we need a cab we were helped immediately
1/24/2017,Park Plaza County Hall London, We were 2 parents and child The added fold up bed was positioned where you would expect the fixed bed to be and vice versa The elevators seem to be insufficient for the large number of rooms When checking out it was very difficult to actually make it down to recepcion because every time the elevator passed it was already full with people And no matter how nice a hotel might be when it s time to go it s time to go 
1/24/2017,Park Plaza County Hall London, Location is excellent across the river from Big Ben and parliament 
1/23/2017,Park Plaza County Hall London, Response to queries I didn t get any Requested a room with a view when booking and in a follow up email as it was the first time in London for my children Appreciate it may not always be possible but just didn t get any response Also asked for information about family activities on follow up email as this is mentioned on the website again no response Disappointing 
1/23/2017,Park Plaza County Hall London, Great location spacious and well appointed room 
1/23/2017,Park Plaza County Hall London, We had to wait around two hours after the time you could check in because our room wasn t ready 
1/23/2017,Park Plaza County Hall London, Before my stay there customer services were very helpful The view from our room was amazing 
1/23/2017,Park Plaza County Hall London, the bed is not comfortable the breakfast is always crowded limited options opposite to what was mentioned we had to wait for in long ques for a table for breakfast sometimes we were offered to have have breakfast in conference meeting rooms in another floor so as not to wait we were told that the breakfast is the same which was not as there was items in the main restaurant but not where we had our breakfast however they played cartoons which was amusing for the kids 
1/23/2017,Park Plaza County Hall London, location and staff
1/21/2017,Park Plaza County Hall London, Didnt like that although featured in promotional pictures there was no way the London Eye could be seen from anywhere in the hotel Also that the bathroom sink was blocked The burgers we ordered from room service came with no condiments No Ketchup in the burgers or as compliments and that it took room service another 25 mins instead of the couple they promised to brings some by which time we had eaten the burgers to prevent them getting cold Very Poor Also the pasta in the Italian restaurant was poor and our we were given an additional dish we did not order 
1/19/2017,Park Plaza County Hall London, There were no face wash cloths provided this was a challenge No onsite variety store selling basic vacation items such as varied drinks confectionery items vacation supplies likely to be required 
1/19/2017,Park Plaza County Hall London, Bed was comfy service was excellent staff accommodating and informative room cleaning excellent attention to detail good etc
1/18/2017,Park Plaza County Hall London, The room Inside room with view of the dining room Could not open the window Could not control the air conditioning Was advised the morning after our stay that we needed to ask reception if we needed cold air as it was controlled from downstairs The tap on the bathroom sink was very loose The tap on the bath was very stiff the setting was programmed for hand shower use so my friend got quite a surprise soaking when she tried to turn on the shower and one of the turning spikes handle broke off in my hand when I tried to turn it Could not control the water temperature so ended up filling the bath from the hand shower unit with boiling water and taking a bath when the water cooled down Advised reception of the issues after breakfast and 2 plumbers came up to the room straight away where they proceeded to tighten the sink tap and look at the shower bath controls Both agreed that they were not right They also pointed out that there was no visibility of the hot cold bath shower info on the taps as this appeared to have rubbed off We spoke to the manager who offered to refund our breakfast but not the cost of the room Cannot fault the staff polite and efficient but a little disappointed that no refund part refund was offered The front of house manager gave us his card and advised me to email these details on our return 
1/18/2017,Park Plaza County Hall London, The bed was comfy and the breakfast was good 
1/18/2017,Park Plaza County Hall London, There were a few lights in the room that just wouldn t turn off so it was illuminated even during the night Also the wardrobe handle just fell off the first time opening it No major issues though 
1/18/2017,Park Plaza County Hall London, The comfortable beds spacious studio room were excellent Bathroom kitchen facilities were handy too overall a great second stay 
1/17/2017,Park Plaza County Hall London, The shower easily overflowed The mattress topper had gone lumpy 
1/17/2017,Park Plaza County Hall London, All the staff we interacted with were excellent Really friendly and helpful Delighted to be given an upgrade to a lovely Penthouse Suite 
1/16/2017,Park Plaza County Hall London, Room was quite cold only air conditioning was available and not needed considering its winter Buffet breakfast was nice but area is too small considering the number of people we saw each morning Luckily with a 6 year old we were early for breakfast only saw queues on leaving Tables very cramped and area cold with lobby doors constantly being opened Small things i noticed were no facecloths in bathroom or cleaning liquid cloth for kitchenette 
1/16/2017,Park Plaza County Hall London, Check in staff member was extremely helpful and friendly Helped to sort out my mistake of booking that day arriving by train a few hours later to find i had booked for a week later Helped with sorting out a room with a view of London Eye Big Ben as it wasnt available on booking com website 
1/16/2017,Park Plaza County Hall London, We were promised a room with bath and kitchen but did not get this There was no kettle even in the room until we requested one We chose this hotel which was not really as convenient as we would have liked specifically for this reason On complaining we were offered our last night in the room we had requested An offer we did not take as it was too late to pack and unpack for one night 
1/16/2017,Park Plaza County Hall London, Ripped duvet cover Shower was rubbish no more that a trickle We had to queue for breakfast we were located in the bar on the lower floor as the restaurant was extremely busy we had tiny tables and it was was freezing not happy about this at all 
1/16/2017,Park Plaza County Hall London, The location We also upgraded to a suite at an additional cost which was nice and spacious for three adults 
1/15/2017,Park Plaza County Hall London, When we arrived we mentioned it was our daughters 3rd bday and they upgraded us to the penthouse immediately just because and when we got to the room there was a birthday message on the window a card and balloons in the room it made our weekend this penthouse has the best views of London I have ever seen best room we ve ever stayed in by far Sadly our 3 year old got sick and we had to stay an extra night and the hotel were able to move us into another room straight away sadly she was sick on the covers and we asked for new sheets whilst apologising the staff were more than understanding and kind to us and we can t thank the hotel enough the staff were incomparable 
1/14/2017,Park Plaza County Hall London, 1 Food choices of breakfast are too limited
1/14/2017,Park Plaza County Hall London, 1 Decent room considering the price 2 Room has microwave silverware and Nespresso machine 2 Good location close to Waterloo
1/13/2017,Park Plaza County Hall London, Reception staff We paid in full upon arrival and got charged the entire amount 3 times again They were argumentative and refused to believe us so we had to show them our account statement We also got charged small random amounts each day and there were 8 extra things on our mini bar bill that we didn t have It was lucky we checked the charges They refused to be at all apologetic or seem empathetic 
1/13/2017,Park Plaza County Hall London, Location Laundry
1/13/2017,Park Plaza County Hall London, Room was very compact for 2 people If we had been a hurry to get out it is difficult for 2 people to not keep running up against each other The big heavy glass sliding door on the bathroom was noisy to move 
1/13/2017,Park Plaza County Hall London, Location was excellent for London sights and Theatre land Rooms were well kitted out and bed was big and comfortable 
1/13/2017,Park Plaza County Hall London, I have stayed in this hotel many times but on this occasion I got one of the smaller rooms Didn t like the glass door on bathroom 
1/13/2017,Park Plaza County Hall London, The staff are friendly and the location on the South Bank is great 
1/11/2017,Park Plaza County Hall London, Room felt slightly damp 
1/11/2017,Park Plaza County Hall London, The food was excellent and staff we helpful room wasn t ready when i arrived 2 hours later than supposed to be but was offered free drink x 2 to make up for it 
1/10/2017,Park Plaza County Hall London, I was a little put off by the style of the bathroom door translucent glass slider because it didn t allow for as much privacy as I would like I also wished they had mentioned at check in that you use your key card to activate the light switches because it took us a few minutes to figure that out when we got in Maybe they said it and we missed it 
1/10/2017,Park Plaza County Hall London, Bed was comfortable staff was extremely courteous room cleaning was superb location is great I also loved having kitchen facilities in the room 
1/10/2017,Park Plaza County Hall London, The advertising pictures of the hotel make it look very nice but much different when you experience it yourself The Check in was delayed by about 15 minutes yet had to go up a second time asking about when will we be given the key to the room Very poor check in and unproffessional No sink in the room had to use water from the toilet sink to boil the water There is no toothpaste in the bathrooms to brush your teeth with The access to the internet on the tv is blocked Very dissapointed can find much better hotels for the same price 
1/10/2017,Park Plaza County Hall London, Right in the city centre short walking distances to attractions 
1/9/2017,Park Plaza County Hall London, Toiletries were a bit scarce 1 bottle of each for a family of 4 is a bit too little had to ask housekeeping for more every time which they provided with no problems
1/9/2017,Park Plaza County Hall London, Breakfast was very good esp since there was soy milk and gluten free cereal Kitchenette in room was an added bonus Staff very friendly and helpful
1/9/2017,Park Plaza County Hall London, Nothing 
1/9/2017,Park Plaza County Hall London, Everything The rooms are as what they publish My son loves sataying in this hotel Thisbis probably our third time staying here The staff and the facilities are great for a small family We were checked into our room 20 mins after check in time but they made it up with a bottle of complimentary red wine which we enjoyed that night Would always recommend this hotel to friends and family 
1/8/2017,Park Plaza County Hall London, More choice of films on tv
1/8/2017,Park Plaza County Hall London, Comfy bed Very quiet Floor to ceiling windows made a small room light Outlook onto County Hall roundabout strangely great Housekeeping v prompt Perfect for a short stay
1/7/2017,Park Plaza County Hall London, We got a free upgrade to penthouse which was amazing Looking onto London eye was my daughter s 18th so made it more special staff were lovely and very helpful 
1/6/2017,Park Plaza County Hall London, Ground coffee and a biscuit would have made it better 
1/6/2017,Park Plaza County Hall London, The bed was comfortable beautiful shower room and bath with Elemis products Tea and coffee making facilities in room 
1/4/2017,Park Plaza County Hall London, Booked for New Year s Eve spent 2660 for two rooms two nights because told London eye view London eye view bull had to go outside and stand in street after bought tickets home page shows London eye they wanted another 2000 pound to upgrade shocking
1/4/2017,Park Plaza County Hall London, Booked executive suite with view but the view we got was rail way station which was a bit disappointing Was hoping for river eye view Also there were 3 of us staying there but only given 2 cups wine glasses etc and when we called room service reception to request another glass we were told it was on its way but never arrived 
1/4/2017,Park Plaza County Hall London, Great location and late check out was good 
1/4/2017,Park Plaza County Hall London, the staff were a little slow but vert polite so no faults 
1/4/2017,Park Plaza County Hall London, loved the location and the room and view was to die for great value for money will defo be back 
1/4/2017,Park Plaza County Hall London, We ordered room service after waiting an hour for it they missed the milk for our tea and the pizza Base was doughy We were left to it at breakfast and had nearly finished before we managed to get some ones attention for a warm drink Then they only brought us one and not two When checking out we never got the option or chance to give any feedback about our stay 
1/4/2017,Park Plaza County Hall London, The chap that checked us in was very friendly and helpful
1/3/2017,Park Plaza County Hall London, The amenities in the room such as plates and utensils are not properly washed before being placed back in the cupboard The bathroom sink was clogged the first day we came in The bed is not very comfortable back support is not adequate There is not enough room for breakfast
1/3/2017,Park Plaza County Hall London, The location is ideal for tourists visiting the london eye and westminster
1/3/2017,Park Plaza County Hall London, Literally no wardrobe space We stayed for 4 nights and had to leave our clothes in suitcase Not sure it was value for money over New Years Eve The hotel decided to charge 109 00 for the buffet in restaurant on New Years Eve which I felt was cashing in on the whole event They wanted to charge an extra 700 for view upgrade which I thought was cashing in Bar very small no where to relax once a few families are in the bar 
1/3/2017,Park Plaza County Hall London, Fantastic location Nice modern rooms Very helpful staff 
1/2/2017,Park Plaza County Hall London, We love the Park Plaza County Hall because it is so convenient to everything London It is close to Parliament Westminster Abbey and the Eye We love the close pubs and restaurants The train station is two blocks away 
1/2/2017,Park Plaza County Hall London, When we booked hotel back in Jan 16 we requested room with a view of London eye In November had email to say our room did not have a view We could upgrade for 300 a night Unfortunately we could not cancel booking without loosing full amount So we had no choice We were on Level 4 and waited on average 20 30 minutes for 1 of 4 lifts Really bad On arrival we were offered Breakfast at an additional cost which we agreed on First morning there was a que of about 45 minutes for a seat in the dining room Not what I would have expected for this class of hotel 
1/2/2017,Park Plaza County Hall London, The beds and pillows were comfortable Tea and coffee facilities in room 
1/2/2017,Park Plaza County Hall London, That fact I booked a penthouse suite for New Year s Eve on the basis we had a view of the London eye based on the images used booking com On arrival we were advised that our room was south facing meaning we had no view of the fireworks what so ever
1/2/2017,Park Plaza County Hall London, View was exceptional
1/2/2017,Park Plaza County Hall London, There seems to be some miscommunication between this hotel and Booking com We arrived on Christmas day and the hotel was fully booked Upon arrival it turned out that we were allocated two rooms on two separate floors even though I specifically indicated we require either a suite or two connected rooms as we have four little children I even received an email confirmation from the hotel s reservation center for this The staff at the front desk was super very nice and they did their best to solve the issue Eventually they upgraded us to a penthouse at the 14th floor which was great The troubles continued the next day and every day thereafter as my booking for breakfast did not go through either and they had to charge me for each breakfast 
1/2/2017,Park Plaza County Hall London, Overall we had a very good experience The location is quite good 2 min walk from the London eye across the bridge from Big Ben it is very clean and comfortable The staff is very friendly and helpful They literally saved our trip see the cons part Bottom line Very good experience
1/1/2017,Park Plaza County Hall London, Ridiculously overpriced Couldn t cont them on phone number on their website or booking com booking page Staff unfriendly and unhelpful Included breakfast was basic boring and cold Bathroom temperature always set to very high temperature Laundry facilities inadequate we re traveling g for 2 months There for a week and housekeeping room maintenance worse each day Bed not made properly Dirty cups and room service tray left in room plus rubbish Would not recommend this hotel to anyone Email I sent still unanswered 
1/1/2017,Park Plaza County Hall London, Well promoted Looked ideal as our chosen location for watching NYE London fireworks Short walk from Waterloo Station 
1/1/2017,Park Plaza County Hall London, Management is arrogant and unhelpfull Breakfast queues of half an hour way to small restaurant for busy times prebooked and confirmed room not there Reception is eager to add costs 
12/31/2016,Park Plaza County Hall London, Our check in was delayed 3times as the room wasn t ready the room was small and incredibly bad value for money we have stayed in many London hotels and this is by far the worst the bar was cold due to being located by the front door breakfast was farcical after queuing to get a table on the first day we had no plates out only some cold Sausages available with uncooked tomatoes and warm beans the staff seemed very disinterested in general The friends we were staying with complained and we got the grand compensation of 4 bottles of water from our mini bar reduced from our bill This experience also makes me question the value of using booking com as for over 300 per night we could have booked direct with other far better hotels 
12/31/2016,Park Plaza County Hall London, Perfect location a few walking minutes away from London Eye super friendly and competent staff amazing massage good food definitely worth a stay 
12/31/2016,Park Plaza County Hall London, Looks like rooms are not cleaned properly We stayed for four nights On the first evening my son unpacked a book and threw packaging under the bed which I noticed later The teared packaging has not been picked up until we were leaving and I saw it and threw away Not a great evidence of cleaning service 
12/31/2016,Park Plaza County Hall London, Good location friendly staff 
12/31/2016,Park Plaza County Hall London, Overpriced hotel Rude check in staff and customer relations Long queue for breakfast area was too small for the amount of people Bar staff put in doubles when didn t ask for them so were charged twice the price Will NEVER stay here again BVooking com need to remove this hotel from their website as it is one of the worst i have ever stayed at 
12/31/2016,Park Plaza County Hall London, Location
12/30/2016,Park Plaza County Hall London, Restaurant too small for a full hotel eating breakfast We weren t prepared to wait and went elsewhere Sofa bed a little uncomfortable
12/30/2016,Park Plaza County Hall London, Location was great for London Eye etc Good sized room Kitchen facility and view great Staff friendly and nothing too much bother Food in the restaurant was nice when we went for dinner and waiting staff particularly good Would definitely return 
12/30/2016,Park Plaza County Hall London, My 4th but now final stay at the Park Plaza County Hall What has previously been a fine hotel has descended below all expectations 4 night stay in a Studio King Family with plenty of issues 1 Studio King is a lie there is no king bed and reception cheerfully laughed off my complaint on the first day that this was a mis representation 2 Lifts during high occupancy average morning wait on the first floor 10 15mins The lift simply prioritises higher floors every time Yes there are stairs but with a 7 month pregnant wife I shouldn t have to rely on them 3 Breakfast again during high occupancy a disgrace 10 15 mins average wait for a table 4 Temperature control in the room does not work bedroom was a sauna whilst living area was cool 5 Shower Water pressure poor and shower head not properly cleaned with lots of outlets blocked with scum 6 Concierge on checking out did not help with luggage from room despite request link this to pregnant wife and useless lifts after waiting 15 mins I had to carry luggage down stairs with multiple trips as my waiting airport transfer was charging for exceeding permitted waiting time 7 Lobby bar is a nice area providing good value and options of f b but suffered from being too close to the entrance and so was very cold with a constant breeze from people coming and going from the hotel All in all an absolute joke yes I understand hotels struggle during high occupancy but this was simply unacceptable at the rate charged and service expectation What was my go to Central London hotel is now a NEVER AGAIN hotel 
12/30/2016,Park Plaza County Hall London, Not much to like
12/30/2016,Park Plaza County Hall London, The windows didnt open as a result there wasnt enough fresh air into the room and all the smells were kept inside It was extremely hot and there was no way to regulate the air temperature i had to ask twice to switch the heat off at the reception The no of lifts was not enough for all the visitors nor was the no of emploees at the reseption desk Room service food was low quality and very expensive Our room wasnt cleaned every day and the sheets as well The sofa bed for the kids was not confortable we asked for a room in the upper floors with view but we got one in the 4th the hotel has 14 16 floors with no view at all 
12/29/2016,Park Plaza County Hall London, Beds and pillows were a little hard and the glass sliding door on the toilet offered little privacy should you need it 
12/29/2016,Park Plaza County Hall London, hotel is in a great location for london eye and southbank rooms are well designed but bed a little hard Hotel staff set up sofa bed for our kids to share which was a nice touch Breakfast was really good too would definitely stay again 
12/29/2016,Park Plaza County Hall London, We had to queue for breakfast It was worth the wait but not what we expected 
12/29/2016,Park Plaza County Hall London, Plenty of room with seprate lounge are where the children slept The children were given money to get drinks ice cream and chocolate from the bar area 
12/29/2016,Park Plaza County Hall London, Most disappointed in the heating system as was unable to turn it up and as we would like to have done to complain at least until occasions we were to Cold most of the time the air conditioning unit would only blow cold and not hot 
12/29/2016,Park Plaza County Hall London, The mini kitchen bar
12/28/2016,Park Plaza County Hall London, It is difficult to work the heater in the room It was a cold week 
12/28/2016,Park Plaza County Hall London, We love the staff They are always kind and helpful Also we love the location We feel we can go anywhere we want in London from this location 
12/28/2016,Park Plaza County Hall London, Restaurant seems to be understaffed so service was quite slow Too many new employees probably due to Christmas and they could not answer to questions and provide much help 
12/28/2016,Park Plaza County Hall London, Good location very clean and nest facility 
12/27/2016,Park Plaza County Hall London, Unfortunately we did have a slight problem with the ac the thermostat would not work from the room so I had to call front desk and they would control it To be fair they did also send an electric heater to keep the room warm 
12/27/2016,Park Plaza County Hall London, I really liked the studio king room plenty of space for a family of four Really clean benefitting from a kitchen area with kettle microwave cups and plates etc I like the fact there was a shower and bathtub 
12/27/2016,Park Plaza County Hall London, Some things were in urgent need of repair and attention such as the loose fittings on the shower unit and a corner of the bathroom false wall was breaking away 
12/27/2016,Park Plaza County Hall London, The service was excellent The breakfast was good fresh and plentiful 
